DATE/TIME;PIMn;MELANOPIC EDI
11/01/2024 00:00:00;0.0;0.0
11/01/2024 00:01:00;1.3761545985422199;0.0
11/01/2024 00:02:00;5.995340022600445;32.992868705681424
11/01/2024 00:03:00;7.18030124342541;0.0
11/01/2024 00:04:00;9.349591861740992;0.0
11/01/2024 00:05:00;0.6064011608353228;0.0
11/01/2024 00:06:00;10.292911325047989;12.149012747795414
11/01/2024 00:07:00;9.50237234758344;0.0
11/01/2024 00:08:00;1.0490724346088367;34.62399853742822
11/01/2024 00:09:00;0.0;18.372907013615073
11/01/2024 00:10:00;0.0;0.0
11/01/2024 00:11:00;20.675953261274024;0.0
11/01/2024 00:12:00;0.0;0.0
11/01/2024 00:13:00;18.175222419732222;49.50012946530896
11/01/2024 00:14:00;0.0;0.0
11/01/2024 00:15:00;0.0;19.22955757786096
11/01/2024 00:16:00;1.2528101375478218;30.424786786430698
11/01/2024 00:17:00;22.823030829531064;27.513312913922615
11/01/2024 00:18:00;5.261309577001807;0.0
11/01/2024 00:19:00;2.859948392383034;0.0
11/01/2024 00:20:00;0.0;0.0
11/01/2024 00:21:00;10.219609467559168;149.04676018638378
11/01/2024 00:22:00;0.0;23.271314859872895
11/01/2024 00:23:00;2.709961075564307;92.52914551726118
11/01/2024 00:24:00;1.4164549501478767;0.0
11/01/2024 00:25:00;12.198621745858793;62.91592216778756
11/01/2024 00:26:00;12.617875524805855;0.0
11/01/2024 00:27:00;0.0;0.0
11/01/2024 00:28:00;0.0;0.0
11/01/2024 00:29:00;0.0;0.0
11/01/2024 00:30:00;6.833520377540835;0.0
11/01/2024 00:31:00;14.066948524582221;0.0
11/01/2024 00:32:00;6.966653260901035;0.0
11/01/2024 00:33:00;0.0;6.836011617111257
11/01/2024 00:34:00;12.597531862669534;0.0
11/01/2024 00:35:00;0.0;35.87304438442479
11/01/2024 00:36:00;0.0;0.0
11/01/2024 00:37:00;6.984313650504209;82.3466930439369
11/01/2024 00:38:00;4.16114142764107;0.0
11/01/2024 00:39:00;13.727352006941278;0.0
11/01/2024 00:40:00;0.0;80.67675373041618
11/01/2024 00:41:00;0.0;0.0
11/01/2024 00:42:00;1.8835727491424996;0.0
11/01/2024 00:43:00;14.770193356428138;0.0
11/01/2024 00:44:00;11.29672871082154;10.721685497139658
11/01/2024 00:45:00;5.8714800792241695;0.0
11/01/2024 00:46:00;18.25963188002857;39.33325087023348
11/01/2024 00:47:00;16.448562428051574;0.0
11/01/2024 00:48:00;12.884822361427663;42.444523796373076
11/01/2024 00:49:00;0.0;36.809248009372524
11/01/2024 00:50:00;12.832390373078713;0.0
11/01/2024 00:51:00;2.9764175354182103;0.0
11/01/2024 00:52:00;1.0505576929091553;0.0
11/01/2024 00:53:00;0.0;0.9434086318508588
11/01/2024 00:54:00;3.2828343611565716;17.201100522014467
11/01/2024 00:55:00;0.0;22.75656668272823
11/01/2024 00:56:00;6.697542999510717;0.0
11/01/2024 00:57:00;3.2705683898799625;0.0
11/01/2024 00:58:00;7.205384926450625;0.0
11/01/2024 00:59:00;10.532715379880681;26.417685608171542
11/01/2024 01:00:00;2.0563482847818424;0.0
11/01/2024 01:01:00;0.0;28.511724263688947
11/01/2024 01:02:00;0.0;30.148026102306773
11/01/2024 01:03:00;12.706537165675023;77.1958294659289
11/01/2024 01:04:00;5.78765263080486;0.0
11/01/2024 01:05:00;3.2382361958838457;0.0
11/01/2024 01:06:00;16.719163825273085;0.0
11/01/2024 01:07:00;0.0;0.0
11/01/2024 01:08:00;5.562397619114543;0.0
11/01/2024 01:09:00;0.0;25.783584721712117
11/01/2024 01:10:00;11.56005854176216;90.86894513230276
11/01/2024 01:11:00;0.0;29.537899198784594
11/01/2024 01:12:00;13.04015662735865;50.039596507976
11/01/2024 01:13:00;12.626601871662734;0.0
11/01/2024 01:14:00;0.0;0.0
11/01/2024 01:15:00;5.663397090694375;0.0
11/01/2024 01:16:00;0.0;0.0
11/01/2024 01:17:00;9.27596460612069;0.0
11/01/2024 01:18:00;13.202291077126684;11.413033961607852
11/01/2024 01:19:00;0.0;0.0
11/01/2024 01:20:00;0.0;41.824034241633086
11/01/2024 01:21:00;15.964371507002372;0.0
11/01/2024 01:22:00;24.411705915114606;0.0
11/01/2024 01:23:00;9.944470566020922;5.489315404426481
11/01/2024 01:24:00;10.68441488492121;0.0
11/01/2024 01:25:00;1.679594208411515;63.77744118034144
11/01/2024 01:26:00;6.800280058801929;0.0
11/01/2024 01:27:00;8.507212852395693;64.66674980544043
11/01/2024 01:28:00;3.1742706420518374;0.0
11/01/2024 01:29:00;18.498605220145055;46.53737234888102
11/01/2024 01:30:00;6.7674475603449595;10.56204706301527
11/01/2024 01:31:00;8.056000101482903;43.02483768394791
11/01/2024 01:32:00;3.380369496601535;0.0
11/01/2024 01:33:00;4.396607245658896;12.421801226266817
11/01/2024 01:34:00;17.187102711423012;55.39523785833701
11/01/2024 01:35:00;6.459060310282214;5.292444200846036
11/01/2024 01:36:00;6.692950525119397;67.0039104190357
11/01/2024 01:37:00;6.822020778927444;18.10983683439073
11/01/2024 01:38:00;1.3548736308582727;0.0
11/01/2024 01:39:00;0.0;0.0
11/01/2024 01:40:00;20.725741471116155;44.905378615309466
11/01/2024 01:41:00;15.682940119000273;0.0
11/01/2024 01:42:00;17.490436522848892;40.14400097334593
11/01/2024 01:43:00;0.0;0.0
11/01/2024 01:44:00;19.449202546426022;0.0
11/01/2024 01:45:00;24.668707870252792;10.86281159009948
11/01/2024 01:46:00;15.448224142727911;0.0
11/01/2024 01:47:00;21.478224125203127;0.0
11/01/2024 01:48:00;12.978486082597712;0.0
11/01/2024 01:49:00;0.0;6.24465986838675
11/01/2024 01:50:00;10.076318704322084;0.0
11/01/2024 01:51:00;0.0;20.04743556373848
11/01/2024 01:52:00;0.0;51.121022611997766
11/01/2024 01:53:00;8.16280428589269;27.58440015836832
11/01/2024 01:54:00;6.82018470880098;90.76540282331152
11/01/2024 01:55:00;9.63075406336063;103.06742751269844
11/01/2024 01:56:00;0.0;0.0
11/01/2024 01:57:00;3.457620532424644;0.0
11/01/2024 01:58:00;10.489984976655382;0.0
11/01/2024 01:59:00;12.483736725592422;6.417703373459874
11/01/2024 02:00:00;13.137729805832677;111.78855862076745
11/01/2024 02:01:00;7.512582610566239;0.0
11/01/2024 02:02:00;1.2077585002254425;14.396518523332205
11/01/2024 02:03:00;10.01470885176038;0.0
11/01/2024 02:04:00;2.002868847097836;0.0
11/01/2024 02:05:00;14.01056386898915;0.0
11/01/2024 02:06:00;9.273079532944656;0.0
11/01/2024 02:07:00;4.382778532123263;68.54653330718958
11/01/2024 02:08:00;0.0;53.809850719133124
11/01/2024 02:09:00;16.194754405380895;0.0
11/01/2024 02:10:00;10.590494463418601;53.66912784540108
11/01/2024 02:11:00;26.02969676593723;0.0
11/01/2024 02:12:00;10.262192639929442;0.0
11/01/2024 02:13:00;11.099168907834212;9.213125630505097
11/01/2024 02:14:00;0.0;63.80271170585496
11/01/2024 02:15:00;8.104843795280605;10.377036717951482
11/01/2024 02:16:00;1.8347174667554054;27.73754471597849
11/01/2024 02:17:00;13.264322884091108;0.0
11/01/2024 02:18:00;8.346844431590823;13.697901197380041
11/01/2024 02:19:00;14.852731810259227;63.7180039827715
11/01/2024 02:20:00;26.325951139619455;0.0
11/01/2024 02:21:00;0.0;57.303731529775945
11/01/2024 02:22:00;14.467065595253871;0.0
11/01/2024 02:23:00;11.835931668103592;0.0
11/01/2024 02:24:00;24.792947878821973;0.0
11/01/2024 02:25:00;12.053845700316035;65.00405785218169
11/01/2024 02:26:00;11.014103947437404;0.0
11/01/2024 02:27:00;13.51453231028983;15.466985781938433
11/01/2024 02:28:00;14.212661089670002;0.0
11/01/2024 02:29:00;19.54370152260836;0.0
11/01/2024 02:30:00;0.0;0.0
11/01/2024 02:31:00;1.076612222746745;51.14040048352428
11/01/2024 02:32:00;22.35286119480504;0.0
11/01/2024 02:33:00;0.0;55.484810594023195
11/01/2024 02:34:00;4.1527075580187445;58.40568292688303
11/01/2024 02:35:00;6.4955998638416705;0.0
11/01/2024 02:36:00;3.23088120262169;78.85005081713678
11/01/2024 02:37:00;20.809480331403197;0.0
11/01/2024 02:38:00;9.759377820015795;50.51811088377419
11/01/2024 02:39:00;1.126858953547626;48.47457511927297
11/01/2024 02:40:00;0.0;3.751725770699629
11/01/2024 02:41:00;7.8182557849308765;3.8331354867998235
11/01/2024 02:42:00;16.659540372027664;16.523034698429836
11/01/2024 02:43:00;6.384081113675783;6.271868221977713
11/01/2024 02:44:00;3.655796657421675;0.0
11/01/2024 02:45:00;0.0;0.0
11/01/2024 02:46:00;8.740388380893002;0.0
11/01/2024 02:47:00;8.185705223709228;61.41082056076837
11/01/2024 02:48:00;0.0;0.0
11/01/2024 02:49:00;15.264161759931218;0.0
11/01/2024 02:50:00;22.060433092537796;0.0
11/01/2024 02:51:00;5.489979678653771;0.0
11/01/2024 02:52:00;8.021376431126532;15.33875094589456
11/01/2024 02:53:00;0.0;0.0
11/01/2024 02:54:00;12.371895253737577;51.765803150888054
11/01/2024 02:55:00;9.641742169274627;44.84769041772624
11/01/2024 02:56:00;1.7389552052100878;34.216697213826116
11/01/2024 02:57:00;0.0;0.0
11/01/2024 02:58:00;23.475702436216604;0.0
11/01/2024 02:59:00;8.827702360730008;0.0
11/01/2024 03:00:00;0.0;3.5432554659186315
11/01/2024 03:01:00;13.555442924153049;33.8092883075042
11/01/2024 03:02:00;7.296573128077958;0.0
11/01/2024 03:03:00;5.588923303270585;18.522630670156254
11/01/2024 03:04:00;14.78557295537701;0.0
11/01/2024 03:05:00;0.0;14.816292807251092
11/01/2024 03:06:00;0.0;0.0
11/01/2024 03:07:00;18.79218724536627;13.897577393437171
11/01/2024 03:08:00;3.7107788355299864;0.0
11/01/2024 03:09:00;0.732277191213341;24.85521866805895
11/01/2024 03:10:00;0.0;27.500155647109793
11/01/2024 03:11:00;6.938493491493041;26.948123513791394
11/01/2024 03:12:00;8.172558056765597;0.0
